nOrgNum,sCommonName,sFormulaMolec,source_file,sCASRegistryNum
10,"1-iodo-2,6-dimethylbenzene",C8H9I,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500784s.xml,
11,"1-iodo-2,4-dimethylbenzene",C8H9I,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500784s.xml,
1,D(+)-Biotin,C10H16N2O3S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500787x.xml,
1,".alpha.,5,5-trimethyl-.alpha.-phenyl-1,3,2-dioxaphosphorinane-2-methanol 2-oxide (DMPO)",C13H19O4P,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500806u.xml,
1,"N1,N1,N6,N6-tetramethyl-N1,N6-dioctylhexane-1,6-diaminium bromide",C26H58Br2N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500804j.xml,
2,"N1,N1,N12,N12-tetramethyl-N1,N12-dioctyldodecane-1,12-diaminium bromide",C32H70Br2N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500804j.xml,
1,Penicillin V potassium,C16H17KN2O5S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5008422.xml,
1,"thiobis(ethane-2,1-diyl) bis(3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoate)",C38H58O6S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500869p.xml,
3,"1,3-dibromobenzene",C6H4Br2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5008795.xml,
8,1-iodonaphthalene,C10H7I,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5008795.xml,
12,9-chloroanthracene,C14H9Cl,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5008795.xml,
2,sodium dichromate,Cr2Na2O7,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5009069.xml,
3,ammonium ethanesulfonate,C2H9NO3S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5008857.xml,
3,"sodium (R)-2-((R)-1,2-dihydroxyethyl)-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate monohydrate",C6H9NaO7,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5009153.xml,
3,"N,N,N',N'-tetramethyl-1,6-hexanediamine",C10H24N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500927h.xml,
4,N-phenylbenzenesulfonamide,C12H11NO2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
5,N-(3-chloro-2-pyridinyl)benzenesulfonamide,C11H9ClN2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
6,N-(2-chloro-3-pyridinyl)benzenesulfonamide,C11H9ClN2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
7,ethyl 6-(phenylsulfonamido)nicotinate,C14H14N2O4S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
9,N-(2-chlorophenyl)benzenesulfonamide,C12H10ClNO2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
10,"N-(2,3-dichlorophenyl)benzenesulfonamide",C12H9Cl2NO2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
11,"N-(2,4-dibromophenyl)benzenesulfonamide",C12H9Br2NO2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
12,N-(2-nitrophenyl)benzenesulfonamide,C12H10N2O4S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
13,N-(4-chlorophenyl)benzenesulfonamide,C12H10ClNO2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
14,N-(4-ethoxyphenyl)-4-nitrobenzenesulfonamide,C14H14N2O5S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
15,4-nitro-N-2-thiazolylbenzenesulfonamide,C9H7N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
16,N-[3-[[(4-nitrophenyl)sulfonyl]amino]-4-pyridinyl]-acetamide,C13H12N4O5S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
17,N-(5-methylpyridin-2-yl)-4-nitrobenzenesulfonamide,C12H11N3O4S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
18,4-amino-N-(4-chlorophenyl)benzenesulfonamide,C12H11ClN2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
19,4-amino-N-(4-ethylphenyl)benzenesulfonamide,C14H16N2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
20,4-amino-N-(4-iodophenyl)benzenesulfonamide,C12H11IN2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
21,4-amino-N-(4-methoxyphenyl)benzenesulfonamide,C13H14N2O3S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
22,"4-amino-N-(2,3-dichlorophenyl)benzenesulfonamide",C12H10Cl2N2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
23,"4-amino-N-(3,4-dichlorophenyl)benzenesulfonamide",C12H10Cl2N2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
24,"4-amino-N-(2,5-dichlorophenyl)benzenesulfonamide",C12H10Cl2N2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
25,"4-amino-N,N-diethylbenzenesulfonamide",C10H16N2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
26,"4-amino-N,N-dimethylbenzenesulfonamide",C8H12N2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
27,"4-amino-N,N-diphenylbenzenesulfonamide",C18H16N2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
28,4-amino-N-methylbenzenesulfonamide,C7H10N2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
35,4-amino-N-(5-chloro-2-methylphenyl)benzenesulfonamide,C13H13ClN2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
39,4-amino-N-(3-chloro-2-methoxyphenyl)benzenesulfonamide,C13H13ClN2O3S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
40,4-amino-N-(2-bromo-4-nitrophenyl)benzenesulfonamide,C12H10BrN3O4S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500918t.xml,
1,cis-9-hexadecenoic acid,C16H30O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5009729.xml,
2,(Z)-6-octadecenoic acid,C18H34O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5009729.xml,
5,(11Z)-eicosenoic acid,C20H38O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5009729.xml,
6,"cis-4,7,10,13,16,19-docosahexaenoic acid",C22H32O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5009729.xml,
7,(Z)-tetracos-15-enoic acid,C24H46O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5009729.xml,
8,lignoceric acid,C24H48O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5009729.xml,
9,hexacosanoic acid,C26H52O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5009729.xml,
2,"2,8,14,20-tetramethyl-4,6,10,12,16,18,22,24-octahidroxyresorci[4]arene, calix[4]resorcinarene",C32H32O8,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500990f.xml,
3,"2,4,6,8-tetrapentyl-1,3,5,7(1,3)-tetrabenzenacyclooctaphan-1(4),1(6),3(4),3(6),5(4),5(6),7(4),7(6)-octaol",C48H64O8,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500990f.xml,
1,urea (S)-2-hydroxysuccinate,C5H10N2O6,C:\Users\harry\.thermoml\extracted_xml\10.1021\je500991b.xml,
2,Diphenoxylate,C30H32N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5010033.xml,
2,naringin,C27H32O14,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501004g.xml,
1,2-isopropylthioxanthone,C16H14OS,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501011t.xml,
3,4-benzyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide,C14H18F6N2O5S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501008b.xml,
4,4-allyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide,C10H16F6N2O5S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501008b.xml,
1,"1,1'-(oxybis(ethane-2,1-diyl))bis(3-methylimidazolium) hexafluorophosphate",C12H20F12N4OP2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501026m.xml,
1,"2,4-dimethoxybenzoic acid",C9H10O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501045s.xml,
1,"2,5-di-tert-butylhydroquinone",C14H22O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501049c.xml,
1,sodium 6-octylnicotinate,C14H20NNaO2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501051p.xml,
2,sodium 6-decylnicotinate,C16H24NNaO2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501051p.xml,
3,sodium (6-decylnicotinoyl)glycinate,C18H27N2NaO3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501051p.xml,
11,"diphenyl N,N'-(ethane-1,2-diyl)bis(P-phenylphosphonamidate)",C26H26N2O6P2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5010565.xml,
1,"2,3-dichloro-1,1,1-trifluoropropane",C3H3Cl2F3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5010593.xml,
1,"4,4'-methylenebisbenzenamine",C13H14N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501111d.xml,
1,Glycyrrhizin,C42H62O16,C:\Users\harry\.thermoml\extracted_xml\10.1021\je5011328.xml,
1,"2,4-dihydroxybenzophenone",C13H10O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501140p.xml,
1,1-methyl-3-octylimidazolium glycinate,C14H27N3O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501162f.xml,
2,1-methyl-3-octylimidazolium L-alaninate,C15H29N3O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501162f.xml,
3,1-methyl-3-octyl-1H-imidazol-3-ium L-serinate,C15H29N3O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501162f.xml,
4,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,C17H31N3O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501162f.xml,
5,1-methyl-3-octylimidazolium L-asparaginate,C16H30N4O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je501162f.xml,
6,2-chloro-4-nitrophenol,C6H4ClNO3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je6005218.xml,
7,"phenol, 4-chloro-2-nitro-",C6H4ClNO3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je6005218.xml,
8,4-chloro-3-nitrophenol,C6H4ClNO3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je6005218.xml,
5,4-(dimethylamino)pyridine,C7H10N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je6005423.xml,
5,atractylenolide III,C15H20O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je6005482.xml,
2,2-methylcyclohexyl acetate,C9H16O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600559q.xml,
1,benzene phosphorus thiodichloride,C6H5Cl2PS,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600566v.xml,
2,"1,2-dimethyl-3-propylimidazolium tetrafluoroborate",C8H15BF4N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je6005696.xml,
2,"undecane, 1-cyclohexyl-",C17H34,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600575r.xml,
4,"cyclohexane, tridecyl-",C19H38,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600575r.xml,
5,tetradecylcyclohexane,C20H40,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600575r.xml,
6,"cyclohexane, pentadecyl-",C21H42,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600575r.xml,
7,octadecylcyclohexane,C24H48,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600575r.xml,
8,nonadecylcyclohexane,C25H50,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600575r.xml,
1,"1,2,3,4-tetrachlorobenzene",C6H2Cl4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600573w.xml,
4,1-bromo-3-chlorobenzene,C6H4BrCl,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600573w.xml,
9,1-bromo-2-chlorobenzene,C6H4BrCl,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600573w.xml,
1,N-hydroxyphthalimide,C8H5NO3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600579s.xml,
1,"2-methylthio-4,6-bis(ethylamino)-1,3,5-triazine",C8H15N5S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600580r.xml,
2,"2-methylthio-4-ethylamino-6-isopropylamino-1,3,5-triazine",C9H17N5S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600580r.xml,
3,"N-(1,1-dimethylethyl)-N'-ethyl-6-(methylthio)-1,3,5-triazine-2,4-diamine",C10H19N5S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je600580r.xml,
5,beta-artemether,C16H26O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7000039.xml,
1,manganese chloride,Cl2Mn,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700013g.xml,
2,1-iodobutane,C4H9I,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700020t.xml,
5,"5-oxoethyl-1,3-benzodioxole",C9H8O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700035m.xml,
6,"3,4-methylenedioxybenzonitrile",C8H5NO2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700035m.xml,
7,"1,2-(methylenedioxy)-4-nitrobenzene",C7H5NO4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700035m.xml,
8,"5-methyl-1,3-benzodioxole",C8H8O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700035m.xml,
1,beta-sitosteryl maleate,C33H52O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7000396.xml,
2,stigmastenyl maleate,C33H52O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7000396.xml,
2,arsenous acid,AsH3O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700042z.xml,
5,pentyl benzoate,C12H16O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700049s.xml,
6,"benzoic acid, hexyl ester",C13H18O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700049s.xml,
5,"2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5]undecane-3,9-dimethanol,alpha,alpha,alpha',alpha'-tetramethyl-3,9-dioxide",C11H22O8P2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700050r.xml,
5,trans-4-(aminomethyl)cyclohexanecarboxylic acid,C8H15NO2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700072a.xml,
5,"2,3-dimethylnaphthalene",C12H12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700088n.xml,
9,"1,5-dimethylnaphthalene",C12H12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700088n.xml,
1,D-.alpha.-tocopheryl acid succinate,C33H54O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700095q.xml,
1,1-methyl-3-hexylimidazolium chloroindium,C10H19Cl4InN2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700102g.xml,
4,"2,2'-sulfinylbispropane",C6H14OS,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7001013.xml,
1,perfluoromethyl vinyl ether,C3H3F3O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7001144.xml,
2,"1-chloro-1,2,2-trifluroethene",C2ClF3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7001144.xml,
2,"1,1,1,2-tetrafluoro-2-(trifluoromethoxy)ethane",C3HF7O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700123q.xml,
1,chlorpheniramine maleate,C20H23ClN2O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7001682.xml,
1,"dibenzo[b,e][1,4]dioxin",C12H8O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700185m.xml,
2,"2-chloro-dibenzo[b,e][1,4]dioxin",C12H7ClO2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700185m.xml,
3,"2,7-dichlorodibenzo-1,4-dioxin",C12H6Cl2O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700185m.xml,
4,"1,2,3,4,6,9-hexachlorodibenzo-p-dioxin",C12H2Cl6O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700185m.xml,
5,"dibenzo[b,e][1,4]dioxin, octachloro-",C12Cl8O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700185m.xml,
7,"2,8-dichlorodibenzofuran",C12H6Cl2O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700185m.xml,
8,"1,2,3,4,7,8-hexachlorodibenzofuran",C12H2Cl6O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700185m.xml,
9,perchlorodibenzofuran,C12Cl8O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700185m.xml,
1,"potassium (2S,5R,6R)-3,3-dimethyl-7-oxo-6-(2-phenylacetamido)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",C16H17KN2O4S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700191v.xml,
4,leucrose,C12H22O11,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700190m.xml,
1,1H-tetrazol-1-acetic acid,C3H4N4O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700200b.xml,
2,clindamycin phosphate,C18H34ClN2O8PS,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700216w.xml,
1,"pyridine-2,6-diamine",C5H7N3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700221w.xml,
10,dibenzothiophene sulfone,C12H8O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700234e.xml,
8,(2-chloroethyl)benzene,C8H9Cl,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7002447.xml,
9,(3-chloropropyl)benzene,C9H11Cl,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7002447.xml,
1,3-ethenyl-1-methyl-1H-imidazol-3-ium methyl sulfate,C7H12N2O4S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700253k.xml,
2,"2,2'-bipyridine",C10H8N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700269m.xml,
3,"2,2'-bipyridine, 4,4'-dimethyl-",C12H12N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700269m.xml,
1,6-aminopenicillanic acid,C8H12N2O3S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700284r.xml,
1,irbesartan,C25H28N6O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700296x.xml,
3,"1,2-dichloro-1,1,2,2-tetrafluoroethane",C2Cl2F4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700295e.xml,
4,"1,1-dichloro-1,2,2,2-tetrafluoroethane",C2Cl2F4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700295e.xml,
7,"1-chloro-1,1,2,2-tetrafluoroethane",C2HClF4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700295e.xml,
9,"1,2-dichloro-1,1,2-trifluoroethane",C2HCl2F3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700295e.xml,
1,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C10H12F6N4O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700297c.xml,
2,"3-(3-cyanopropyl)-1,2-dimethylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C11H14F6N4O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700297c.xml,
4,"3-(3-cyanopropyl)-1,2-dimethylimidazolium cyanocyanamide",C11H14N6,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700297c.xml,
5,1-butyl-3-methylimidazolium hexadecanoate,C24H46N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700297c.xml,
6,1-butyl-3-methylimidazolium octadecanoate,C26H50N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700297c.xml,
9,tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,C44H85O3PS,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7003098.xml,
10,"N,N-dimethyl-N-propyl-1-butanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C11H22F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7003098.xml,
11,"N-Hexyl-N,N-dimethyl-1-propanaminium bis[(trifluoromethyl)sulfonyl]imide",C13H26F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7003098.xml,
12,"N,N-dimethyl-N-propyldecanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H34F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7003098.xml,
2,"N,N,N-trimethyl-1-octadecanaminium bromide",C21H46BrN,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7003148.xml,
6,1-chlorotetradecane,C14H29Cl,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700325c.xml,
1,hexyl(2-hydroxyethyl)dimethylammonium tetrafluoroborate,C10H24BF4NO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7003337.xml,
2,butyl(2-hydroxyethyl)dimethylammonium tetrafluoroborate,C8H20BF4NO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7003337.xml,
2,potassium dichromate,Cr2K2O7,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700363m.xml,
1,"2,6-dinitrotoluene",C7H6N2O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700374j.xml,
2,"2,3-dinitrotoluene",C7H6N2O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700374j.xml,
3,"1,3,5-trinitrobenzene",C6H3N3O6,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700374j.xml,
5,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide,C12H15F9N2O6S3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7003935.xml,
2,fluphenazine dihydrochloride,C22H28Cl2F3N3OS,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7003963.xml,
3,trifluoperazine dihydrochloride,C21H26Cl2F3N3S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7003963.xml,
1,chromium nicotinate,C18H12CrN3O6,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7004006.xml,
10,imidacloprid,C9H10ClN5O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7004038.xml,
1,"2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene",C18H13O4P,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700404u.xml,
13,benzyldimethyltetradecylammonium chloride,C23H42ClN,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700418a.xml,
16,1-methyl-4-(1-methylethyl)-7-oxabicyclo[2.2.1]heptane,C10H18O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700418a.xml,
17,geranyl nitrile,C10H15N,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700418a.xml,
1,2-(4-ethylbenzoyl)benzoic acid,C16H14O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700426k.xml,
1,"2,3,4,4'-tetrahydroxybenzophenone",C13H10O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700434b.xml,
3,tribenzobicyclo[2.2.2]octatriene,C20H14,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700447m.xml,
4,2-methylanthracene,C15H12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700447m.xml,
3,4-bromobenzaldehyde,C7H5BrO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700448v.xml,
1,dioxopromethazine hydrochloride,C17H21ClN2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700453v.xml,
2,"acrylic acid, benzyl ester",C10H10O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7004616.xml,
1,tetrapentylammonium iodide,C20H44IN,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7004787.xml,
2,tetrahexylammonium iodide,C24H52IN,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7004787.xml,
3,"1-heptanaminmium, N,N,N-triheptyl-, iodide",C28H60IN,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7004787.xml,
1,diisopropoxititanium bis(acetylacetonate),C16H28O6Ti,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700503c.xml,
1,fentanyl,C22H28N2O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005067.xml,
4,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",C7H13BF4N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700516t.xml,
1,"3,4-dinitrotoluene",C7H6N2O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700520k.xml,
3,tridecylbenzene,C19H32,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700529y.xml,
4,tetradecylbenzene,C20H34,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700529y.xml,
5,1-phenylpentadecane,C21H36,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700529y.xml,
9,nonadecylbenzene,C25H44,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700529y.xml,
1,copper difluoride,CuF2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700542v.xml,
2,silver fluoride,AgF,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700542v.xml,
2,hydrogen iodide,HI,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700544w.xml,
3,(difluoromethoxy)trifluoromethane,C2HF5O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700588d.xml,
1,octahexacontane,C68H138,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
2,heptacontane,C70H142,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
3,doheptacontane,C72H146,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
4,tetraheptacontane,C74H150,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
5,hexaheptacontane,C76H154,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
9,hexatetracontane,C46H94,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
10,octatetracontane,C48H98,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
12,dopentacontane,C52H106,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
13,tetrapentacontane,C54H110,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
14,hexapentacontane,C56H114,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
15,octapentacontane,C58H118,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
17,dohexacontane,C62H126,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
18,tetrahexacontane,C64H130,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
